file,start,end,patches
2758f566bb6e9063e40f77945828070ba93beb7e55f20b8b1638512e84cbfda3.npz,8648,5658640,[]
27b8f06564c2f4b0b3a49008088a2765b6b44133e6420a58c542af07e8bf101d.npz,14816,5338368,"[[2833912, 2895154]]"
273fc58a6e0a51f2bb4ffa7774ee6c38b79dc79f6dba8de188eb2c5730104cca.npz,632856,6447200,[]
27fd36e5ca59d706dff43826fc079e10a7608ffa5d73abc37e4a0d1c5424e3e7.npz,392073,5194528,[]
2796c7b45e653d9b291fdb791d98366b0cd3efc69396b9e72b6090ba321d5d41.npz,408320,5781288,"[[5387999, 5448515]]"
289664fa32f70fd8931a438077c955052f2c1683b722dabc66cd8d42bd9da816.npz,15056,4620200,"[[1168617, 1197512]]"
287c685572e541d5c710a12f6667be6743592e1292aac65ca497d243b54abe1d.npz,16952,5404536,"[[2668412, 2743021]]"
27dba80857348f96d7e30cd00860bfab3a1ec154afc30601dbdfdc69979af2ad.npz,903424,5547448,"[[1975584, 1977424], [2158984, 2161352]]"
285a79c95223ab47f493b24c2757ca3e522a65b33fb32e2f82fd58667de957b4.npz,26544,5146520,[]
277c0f648feede01a9755a3c4c65d4ee892160bb641f5b8a72b859d64b067370.npz,0,6205576,"[[5307444, 5357799]]"
2841bce04cd00b460b3cff8bd14a669a516f45baaa6e428f3ce9588c029cdfee.npz,567344,5811744,[]
2796287a3c51319081c9a7f887efa24c5b7429c68f124b6b7247b217812f07af.npz,1397688,6579768,"[[4105736, 4161041], [4163371, 4166541]]"
28749cddb4417cd7deb44d3a58614759f063fd3120e147d24123035d5234f591.npz,454416,6125981,"[[3839087, 3895879], [6103225, 6126979]]"
28aa1e63445adaa7c4b9682425da54b93549c7958a3df63a26e58f3032f2fb8e.npz,629504,5790400,[]
27e77a4c23ef7d77ec9961696bb8d01207848bb3e6141322b01450f5f336cb4a.npz,888724,6063416,"[[3881748, 3928238], [4208176, 4264788]]"
28c12ce0b672ac1478c68b3eebaa10fade33f68d630107d669ff63e9b5b4420e.npz,11755,5651802,[]
28d2e2be0349283defc7152aeec76eeaba74d09b45472478b930a0e0c435b161.npz,0,5187016,[]
28c313a19477316597f0b5ffce0ac1cabf2d3bbfa02a5880114d31cbdfdc1e83.npz,12288,5913592,"[[4819544, 4864442]]"
292eae0a5764eab4e1c4b1ae458953ff67a7d38aee7456228b1b33d4466aa895.npz,11280,5384400,[]
29d8030b5008b2f34839740327ea791d7859daf1c6513a6090a9caedeef41727.npz,1015000,4582680,[]
28ce5bd9537bfcafde4f31e54f58722f107fb0a652ff937519651acf8e7deaf5.npz,1370499,5476112,"[[1369500, 1398175], [5057546, 5140249]]"
28d66872e1c5935d59060a116e9e413b53289ca2f3c9e912e06ddc2587e74c98.npz,492912,5552000,[]
29d47ef8a4eed124e4eb58eefed834d346c42f26fe3113ac2d01d5a4914d57c8.npz,13248,4455008,[]
2a0d44903011f7fd26d043ca778bb5967887880de6f708498901fe727d9d364e.npz,8664,5134800,"[[3359669, 3400780]]"
29d0a36ef83de0acee0541c7d0cc9b4b54bad829cad99bfb176e55fbb7b778b1.npz,1328784,5551800,"[[2531302, 2638365], [3789944, 3887641]]"
2a503d19609d213dbaa68e9202c98153601b5493819e4ec4c2656b6ec124531a.npz,11752,5079928,"[[3618117, 3759159]]"
29d150c6383389462deb06e445e06c59e0e83a315c604a896ba67f3d964ec67e.npz,831120,5715832,"[[2826776, 2830344]]"
2a05a43dd8c0a45446658f75a47dbe068fdee46596fcc7301f077a959cf17b84.npz,13432,5386888,[]
2a5d68e1fb9ec0233665d92158555d974b83f945d46130e29186936b86b1e4b2.npz,328336,4915384,"[[2620238, 2730844]]"
29ba54c492817179b436450b9ede4de7da05d1ef14ca0de4156c21be982ccd6e.npz,560976,5944592,"[[4769302, 4899747]]"
2a9696216023950414db5e626a001757a21f7a86baaff618695ad704952fc019.npz,526864,4747624,[]
29bcb32d8354d480fb46926fced9dc0cf92c6c0a3ea674d81d804a8ef4355de9.npz,31560,5621552,[]
2adfccc2a891121cc736bb8ffea92914ef5dfcac21131b97c87a92f17a714651.npz,0,4624000,"[[3234252, 3278457]]"
2a6d69621b7ab62347a30234fc15eab3c55fc5de3df6ca3636e1b5af78dda0cf.npz,13504,5331000,[]
2a28c4a12c2dcfbb0001a0b85bf30e1d10235dc95d332345cbb2eedc0cad8332.npz,17712,6127400,[]
2a152f58d44fb15e1858c3a0b22fc06d274572e049f4949bfb5b5c8535a9dfee.npz,0,6000600,[]
2aa578348f7841026318aac9ce0b2d1aba0b16ee15a9289c3b302b5122c65c88.npz,0,5396968,"[[3928025, 4011260]]"
2b559f8c51bd232aa926ffa88931f5eb38be341bf165c34ae4a67ae7c98189ba.npz,517844,4565600,"[[1354752, 1357424], [3156978, 3263639]]"
2ac5ff567a506041431d28f107b3ab1070cddb170cd491254b4ea514be94a8dc.npz,550680,5542832,[]
2b1ca5cb45524ea6ca91e4a987cba6d209011b93540af2ed192fd9c246596979.npz,577280,5496888,[]
2ae64149b08e10370633c2617cfa32e42fd8729945eabc9a36420178c01328b2.npz,15064,5568112,[]
2af67a319d4fb83cee99bb2305f0d14319f43fed09cac233f72ad45031dfd0c7.npz,32008,5220400,[]
2b5cc6779674ce998d4ee915716e951036015010f8f5a9f53ce16a00dd2d98fc.npz,46032,5001241,"[[2314959, 2411555]]"
2ad38e17d75a281f9ed2b07c48fc483dd53763c5fb91c145a72be9b32f705fce.npz,836263,6035331,"[[2442612, 2443948]]"
2b1c8e303f922c2e2e744cb45d5a40d6f0530a399cb88ec2ded30e2a48c4f359.npz,639040,6598536,[]
2b9c9bd09ec6045dd9b5e7ca97510febb473cff7d9e845f299728202795dc96f.npz,325334,5453413,"[[2212821, 2281283]]"
2bbbbf38ef83abd7212250e15dbe49f219febad291695f63b0691d1c22254b42.npz,946496,5325600,"[[2558344, 2560872]]"
2b6c6e053d314cd9a8e36ad7d4f1d53a06b00ea3a55f85126033263ae21a3940.npz,21384,5910776,"[[2702714, 2754121], [2995038, 2996306], [3636152, 3637848], [5332499, 5367900]]"
2bbd10f21d4756cf9612db01378ddf3e2f14fdade337fb913f4d1d3d23cbabca.npz,16168,5662344,"[[2168740, 2174408], [4819625, 4866439]]"
2c08c113bdcff0b359323163903982898b5a6677fb57ae63d875fa27264fc44c.npz,409720,5458208,"[[3472582, 3585563], [3617448, 3618760]]"
2bf6913d5faef304991fc5119affa5651dc8a233c787f789644dee28487bee3a.npz,7120,5656400,[]
2bd1487951bafe2a8013a9569aa83b4175cd052c53155ee21f02e2d78288788f.npz,1235737,6032904,"[[2553572, 2630574], [2631591, 2632918]]"
2b3f215ecaf1a0f75e381b00743bb8daecccd0cb1b85ca354eec214cd29e5e2d.npz,444736,6292856,"[[2544593, 2607104], [5761426, 5831254]]"
2bbc7cf18517806461b641e9a7c6ad7cccebd1067e7d390a98c6949cce4b4a73.npz,915752,6090536,"[[2102032, 2104408], [3547568, 3549168], [4019682, 4091542], [4101496, 4102736]]"
2cf246e4584b6324ec1777f54e09a600d95479ec1770975aee0eb88516cea88e.npz,8736,4802728,"[[4017483, 4086369]]"
2cf6256c04489bce55be2d0b21a8a5a6aefc183fffb985338a16d52ee7b89763.npz,97416,4628928,[]
2c34139698089e7439fa7728f4ff876fdbf06d671271557dd5824ac3de3b9003.npz,663048,5796776,[]
2c3b94c07276cc1fcc443be315cc874de0c6e637db0b0b335658ba501b619651.npz,655800,5533704,[]
2c788c771abbb62854a6b6fe424be7b7da78b2ac8927080d736318db3cdf3dc2.npz,1283488,5855424,"[[5370096, 5425111]]"
2c69d1b9fbbba3a7ffa7b7ae95e8d991a874334db72a00bbd9c48926650132d0.npz,279856,5935759,[]
2c7c3b93322bbe8301b7e0b5c6fe37411443aa41a255941ecf0a5c8b39154d08.npz,130768,5861200,"[[1551006, 1583760], [1795712, 1797312]]"
2c7e2485fb6b3011c95cb39797d26aab8f6baf9e06b911c9446d624fcc1c91ac.npz,615224,5720840,[]
2dbea8816695779551ed01a1622cfafda578b4f3d4eab3e5f210c6522b462665.npz,451472,4410283,"[[2188896, 2229734], [2582304, 2585080]]"
2df1c608a0dd5240eb28992429601167edb4a279a4c6a61fab6ee17e0e8e453e.npz,1792,5098992,[]
2dbd7e27f0112204edb78cab12d0715f5df03143de21aefc408d1de2810db863.npz,743096,5775200,"[[3816362, 3888434]]"
2cbea769c0c4b9ead9bbf3739b68b160935b6cd2c76b3991ad3f2070284cca42.npz,11496,6033768,[]
2d94d5cd7d3eb4d25f73d3f015795f637b9a0fcaffdf82f03f09351708970f59.npz,12253,5667558,[]
2cfe053ebe414970ccbfbff83877ea81ce6abee3d7b6a03af3a1d4937d4de6df.npz,633924,6563892,"[[3731296, 3776874]]"
2c62413ca7485e356c23fc140a110269ec843313dadafe4f9114b8672323629b.npz,436472,6843200,"[[5963606, 6021061]]"
2db8098bb6597966d049c9caee5d2a3d25b258362f0f784c4f67b86c6f3ca6cd.npz,842069,5866800,"[[2739378, 2776463]]"
2d0295274071eb07d92eb4301676a825d74f154765be7b852d88c7268070a14b.npz,657968,6309384,[]
2e0b8f478e147cc283e37d8e47993fc90b2aca5641dbede69f022def6ac587be.npz,897665,5324800,"[[2921329, 2998779]]"
2e1053075ede47574fc107b99b92e8272210b2613703d60c0762e84b5861fdf1.npz,503312,5478400,"[[3842908, 3889935]]"
2e45f5baeb777f22da2f05cd56f9961b93b64380b2f1d59e0813dec85fcfd0ea.npz,0,5021368,[]
2e3b29512b7b99843e4a6d4ebbabdc8fa57620ae5a6de3644319f7b619cd7f85.npz,49184,5529728,"[[1718030, 1776673], [4479408, 4480424], [4671239, 4761147], [4852920, 4854104], [4936712, 4940728], [4953248, 4954680]]"
2da364797f37be0a794e5b167fdc6d8b021001e5552e214a42b8fbbf87b52db7.npz,584096,6452244,"[[1948506, 1976941], [3204051, 3235362], [4699923, 4732786]]"
2e70dc0631111c7ab90721e9a58257aacba27544ddab1e8792bc5edb6ff879e4.npz,39184,4915072,"[[3112146, 3165578]]"
2e48604e99e5e1c54564899abbedca978efde26532b5a5b89d5c0abb44714e03.npz,629792,5499400,"[[2852880, 2854008]]"
2f7aad1282a305c61ac7faa84a6d2fd9923bb3e18f849aee97d6c0b5911295af.npz,7768,4327008,[]
2e9c0439d0d47aab27795340ea82136edf019f0863a46ff5ee72ce90d9ebc39f.npz,760296,5796000,"[[3069114, 3106833]]"
2ed47e8d7b450dd5f8ac5c799f5501278cd3699f83e3e84271c67ecdbfecc206.npz,555781,5690776,"[[1626849, 1628253]]"
2ea3f7c023d0b224e49373809b4292ac748957a9a3751aff5d12426fffe4b305.npz,416280,5674800,"[[2569736, 2571104], [5083222, 5121145]]"
2f975c0e2f2911e60d5581381a2de536747e84e41595fdaf26974f93dbb4979d.npz,759888,5305000,"[[4190864, 4191992]]"
2f351c05ad9e1919bef675fc6f4c43b092e99d2c4445e0b3ef5fa25171e9e350.npz,35376,5852376,"[[2330232, 2331384]]"
2f5b25be71e4df11678fbbf40dbc0cdef9f665cf33bfda0c70f35f5b19172500.npz,484504,5667560,[]
3033068e96888f948532f15bfc870eb802f6cc7bbe8efe51552099f1e08e8dec.npz,11448,4550200,[]
308219fefe1bb6924bc3e3a2dac3783d03ab090d6835a5b97e6848899106c62c.npz,13856,4684160,[]
2ea07c20ce1ea600b3d9aedaf9587a9e2dd9eeafcbf21ec5219b645bbf60fdcd.npz,541688,6970080,[]
2ee9e3e7c50abca2b1f5cc9f1dcbae5740f7b9384a1479e9e971714a68d4714f.npz,1655491,6730630,"[[1786489, 1804320], [1953500, 1955168], [3724841, 3786300], [3787411, 3790837], [3802185, 3804241], [4216443, 4218046]]"
2fc5ed5fd389a0b3a9c980629d129da3264a90ab95e6dd1e77a8f75bed547125.npz,989112,5696800,[]
30edc8256cc903431731697a726fa5da9a94f263e71cf7d1a7924da039fbd730.npz,14040,4912480,[]
2fa23f0f9bb58f04c4ff67aafd5148132f26c52e7f61a6e3a5a4a398f1ef1352.npz,646928,6226400,"[[3887374, 3931309], [3963352, 3964576]]"
304414c193a7e152dcb78d6cdc37a9dddef85b5c8aac3b9ffd80fb6c231979cb.npz,10032,5443400,"[[1454218, 1511287], [2886208, 2964200], [4211843, 4264482]]"
304254be83bf3f91de399c164bd52f2ddf40bfe85168f9bb09aa278135cf6e27.npz,12896,5141656,[]
30f2a739d91f4a97b49b09c5d9616ef50b030e335d45dca1784c78382773d2e6.npz,1067530,4861800,"[[2185109, 2244668], [3919253, 4005531]]"
30af4c686b19f9854176e1010440dcc8771bcf20e2ba92e4f2bd099f7cb9d69b.npz,13832,5109208,[]
2ea2dc66819bd10041172a6045f674c4bc8338e43cb8f318bb2ae20b8811e706.npz,691224,7172995,"[[1877506, 1952922], [5523941, 5572140]]"
3081b1da12d86c7e17022aef80dc0371d8668d8aaa29631aad08bab69477ebd7.npz,1058240,5366400,"[[2283400, 2284984], [2831896, 2833944], [2929928, 2931320], [3112327, 3168052], [3628416, 3629792]]"
2e10f92abae81169367ff6e26e3c854cf3371cd37744f08270e330c206f4b15f.npz,2308584,10252000,"[[5831360, 5833600], [6346305, 6396641]]"
309fe79a60106e70dea34cb9464e6ac53c055f9080fecb6e209e738d13c4c555.npz,1387638,5979176,"[[2783688, 2842878]]"
30b56af1c713d1b3a6958e6cf27917e3dd573ab55ca1b8d3c84a6d4c9f55ea55.npz,369328,5700600,"[[1723845, 1751181]]"
30f0741ecae9af0d890b204f19ca623558bb114c1e60350350280cfd8d650863.npz,461616,5814800,[]
314f7c80f7cab8af45ecc0431458d05ce729669755ae9211f600fff3404decba.npz,218128,5655520,[]
314041e56d350574b11eae8413f7dd5fafdb7cf6e6e221bbac2a4f08ebf54e56.npz,434240,5817672,"[[2275221, 2336545]]"
32102fd45e8bd03a37006b7c667721e5d2818222c1da7e7395b5ab77a5ca6606.npz,680491,5421571,"[[1592616, 1594034]]"
321a985261b60ad8087040b9f6c8838f4550293300b48e261a926bef679e7887.npz,494405,4918974,"[[2536769, 2575620], [4079330, 4082431], [4414432, 4417558], [4423318, 4428805]]"
312a8060d404b2612f9f87ccbb1e7fb4ae17f1db2cbabfb9e92452fa6783c019.npz,1019117,5482152,[]
31039a8ce920e4ea0b2a2911561a8918a5e08be46d5ddc081a690fa42fea7ffa.npz,1016448,5989400,[]
31619215b04a1c7f1fbc1befcf248157f4bb9570d591ac802f876e1039b40fd3.npz,11778,5895000,"[[2870790, 2953802]]"
31d568753cf7ef4d77bb457773d78c94367a90b25cbfab2cf7284362681cb2d2.npz,22104,6862600,"[[3649295, 3695614]]"
32e94b420105a9b220c7634a3a585eb4fbb0ea2740658da704abfcdb81c17b93.npz,575592,4825248,"[[1979034, 2015691]]"
3245a0488da81fbd515fcff8055ccae1a86f8bcce524e6693f0b90f62491a6a3.npz,535264,6140440,[]
324cb1f80c702842b608d337232dff68c88fc0747867e6c7679337c40abafbad.npz,391064,6242200,"[[2058976, 2089248]]"
33132c571c587a5aa69974c639e3620c98f73d95139ed7ff93daa53325c6b4ad.npz,82144,4795344,"[[2978950, 3063315], [3069243, 3071023]]"
32708756d37f96c96f9bbedf701b356f268825e4015976cbd07d9ea0e40d7e1c.npz,1587849,6332344,"[[1586850, 1598326], [1665400, 1669312], [4238675, 4289958]]"
32ec3c488abf83ff6473ad9307c6c4875a98774a30d142faec7cf07b105300b9.npz,587752,5311552,[]
32b73cfff9df877e892bd0c843b8979fbe165d98b6a32a5a883852711ed98483.npz,20352,5172144,[]
33a4d0d0a1f29c6250be7309cd2619a26166b0572dd03bdafb120888531f7147.npz,13136,4905800,"[[3660161, 3721235]]"
327106282680fa7e178ff500dcb8d17000d154049212d5aec139c2eb2539da68.npz,505757,6078472,"[[3984757, 3985816], [4679360, 4680936], [4723580, 4725108], [4726169, 4727472], [4732582, 4733679], [4787036, 4788127], [4789380, 4790542], [4804129, 4805711], [4874527, 4924548], [5070869, 5071871], [5223235, 5224504], [5263819, 5265129], [5444175, 5445277]]"
327d480c3f3a6c41039860a29a58d22cd0bb58930a2e4b2b74b641d43821b161.npz,476233,6109232,[]
33565a8bea22c1c64f12728c7d747b5b75f2f2b99f3c55e16038231f13f1bfb4.npz,1161674,5601800,[]
3375273832f7a05dfa4dfb99d7f9a58f534d2977348aa3356505ac0f284b38c5.npz,1158771,5265144,[]
3420dc666b0943f04182de9083efd8a33895e3d6c941f0c41f0d6529ac7e1fb1.npz,594688,5145200,[]
346db463c0b1f8c4807e9b81bd48ca1c950092b9a63e66864d55f793957a5560.npz,11592,4650880,[]
335727a824a6fe3b256731e87166e61be0cabf9c21cb36466f5bc864a7eb08ef.npz,317414,5918400,"[[2030102, 2072832]]"
3377f7f14b6b0e3ccad515bd057e8faf27c0cb54a84f92c46b5ab5929bc65e9d.npz,351232,5669400,"[[2652293, 2720598]]"
3423a158c0f7406fb111660eca16d37a7048857c4bcdcd1b8a46a614faa05171.npz,351224,5438056,"[[4838737, 4922426]]"
32bad22e37719ac367f6e66abea19b8e9956f122974d04d0b707221882cbd0ac.npz,411954,6492896,"[[3458952, 3460120], [4375712, 4376864], [4849192, 4850920]]"
32f24edb37fc9556ba85a70f8bf9ba08f9ddf88d58bdee9339125f1f5a8df7da.npz,1561745,6438600,"[[2424528, 2492614], [4528004, 4595620]]"
323646a22f4e9670a5a5206d6343166069fcb52ca7c4950d1beaf7fc7f797ad5.npz,1427832,6658200,[]
340c273ea28a0099c3dcf58e537b31af700d2edaa193745053ab9dc2d8944aea.npz,1525973,6445800,[]
34da8f6ec5faf033cf68da39bfaf027d94ced828dc72330a49f2cc49b1717b81.npz,15592,4639960,"[[4273984, 4276280]]"
3448affb6355cacbdd899cece18276eafb7fd5de4260d85d3e066dbc1fa50875.npz,607088,5356976,"[[4326730, 4368617]]"
3433ab1412c3ca86b6ad80e3677bb0b4d62992283a1b200ca1e6394bcc9e96c9.npz,1462099,5844400,"[[1461100, 1597846], [1657120, 1659640]]"
3427699ff75af4eea632fdeffb8d78acc7a73e6d2869e0652d63549a58fa225e.npz,527104,5489040,"[[2419912, 2422048], [4318664, 4320256]]"
34bbd2ea67ac86c06774a809ade7b5933ee66e95e102bde7e0f94937eeaf5627.npz,871261,5005400,[]
3522157ea43409e8e1ff9100db9bab007fae5e716701e360b667b2b024bf61a4.npz,4512,5049344,[]
352fca33f9cabb780629a785c7c1e176db73fbe3634e67acd20d575be714c4a0.npz,10616,5381792,[]
35219f3de466af5adf525d742daeeea3fbfe7a60dd2886997e49354aef51a637.npz,361008,5750120,[]
346f2f6aafa0ce6dc605aa4afb271290b4a7652c081f5fb173b6eb520272b523.npz,564264,5466944,"[[2184272, 2186336], [2517824, 2519224], [2747376, 2749064], [2838215, 2967731], [4491201, 4553881]]"
35a570b66fdadd48086633501b7188350ab72e00fbce686a99cb8300904138d8.npz,0,4611400,[]
35f6dcd83c198a8736722f90ba7aba99f7a9e233f2c821a707c9eb0959fe9a2d.npz,9488,4960376,[]
363e2c58c99afa51cd406e938c30b454c1ca03a647a38d63c5d90de2bb10706b.npz,1001769,4746128,[]
352884a876476d9f1cf17cc84d05f7fe2f7925409af899a71619a4f53246b0d6.npz,10928,7376600,[]
354b77452893716680047496374714d7188b26814266e8ad37cca87c75c25e4c.npz,415832,5729728,"[[2516741, 2565548]]"
3625ffaa34a6fe9139ba1ae61cf24bba1403bf710f94de090d4bf9804c83385a.npz,2144,4978984,[]
37146c8484e4fbd2cbb11f5569155faa8d1ef5453af13dc9267cbba22ffd1c74.npz,12488,4057200,"[[1861876, 1917944]]"
358d353051cb834de585825045266f566770c0a6a25c382d8d368f879577e06c.npz,1337987,5755200,"[[3583576, 3584832], [4401968, 4403296], [4403960, 4405096], [5147007, 5198910]]"
36119923926c19a5cd8535e1ba2a9130c71db394bbb182ba6b02d767f6c2ec3d.npz,779648,5439200,[]
361b21f652f00e861a7440ee8cf99ae7dd912be1f8fc1495b249d547bab1b238.npz,653616,5205152,"[[1529680, 1530856]]"
366dbd470dfccb907868c73f628b2e84be6446e6617b041adad6ce2a9b3d169c.npz,358912,5410144,"[[2978518, 3020928]]"
36530f8a3eb245ce6ba704c986ebb09e12d3a5c31e84cc8d16ba03f466aecadc.npz,15288,5474400,"[[3945442, 4033235]]"
365a5b626e764597780d12f9f0c14322b1a4c54f2aa750f906039968b93500ea.npz,367584,5570488,[]
35c36291b78eb9c7d51498892fb5a33fa2c83afebde731d9408cf72b93c73ef4.npz,942456,6126776,"[[4186832, 4242026], [4250248, 4253768], [4298440, 4301112], [4365136, 4368576], [4401120, 4405024], [4431120, 4432248], [4469792, 4473232], [4506752, 4508808], [4743744, 4746328]]"
36de847186866f88ac0c5bd501ef3166e042575b36a22d33b42c71bfba9a3516.npz,6632,5014024,[]
37d5e2caac2a64e79df17fd18fca13b852944bbef76ed7a58947734abbca228f.npz,699272,4461328,[]
373b1b1430e1f016e08eca5dc6a7d0a273fd0ad0a2d495b2dac8a1413faad19e.npz,956456,5432544,"[[1588288, 1589888], [2397818, 2564137], [3867096, 3868232]]"
36a7e12bda7568bef4738fd82d772c8a0ac23c62dafbaffe80417f9fbf454e9e.npz,1153192,6153104,[]
36aa5427105a5263b97d8ab6965c1f40ecc75943bc0c83e5a11743d72a3af512.npz,53336,5940920,"[[3159455, 3202162], [4809544, 4855752]]"
382a64f1b23ec9aa943e334dcaebfaee7ba8d6a2c80b28ea4714ef5f96a92eec.npz,482440,4892296,[]
37c9673b814db49b2e6c9525c77c5c0a1aa395fb2d35088a2485b1b803471415.npz,1123888,5559648,"[[2117263, 2197096], [4254852, 4312420]]"
37166cce0ee818603c260fdb6dd3195ca939c826fe57cc3662ef11da9d408c5c.npz,862224,6161472,[]
36b8ee0aab5dae3ca01352b1fc7e05fd60efced375e53b8a49ebbee5fced682c.npz,824488,6640800,"[[3655317, 3706919]]"
36c353857d43e68ce21d57c075f2245182474e91e366258d376431bea104b940.npz,417000,6344312,[]
38a8d3b2871018049f35e3d09903e75c060b0b1d79c36a9c6f5fa38fe0363431.npz,0,4470800,[]
36d6c95bfbf1f689a1892d18cffde2ffd640f3572700e228f273da0cec45b5ff.npz,1438533,6691800,"[[3196912, 3278860], [3805720, 3806936], [4652296, 4723524]]"
387949236fc640066343745d0957478f0b0e26faf8121b75c2fbc83f2f7bcd40.npz,0,4879064,"[[3253608, 3254736]]"
37f0c291937fa42acc410e156f444112781a70e7a501a587f742d3240dd5de06.npz,620400,5757400,"[[5029192, 5091748]]"
3738b1c09720cf3cb7177c3eb38f3ba8c3c1c281ae1839e65ad6eea6fda5e97b.npz,690936,7633992,"[[6756976, 6758104]]"
376d59b252f8709c24ea1378e11dc6ca39aa9e355eeff1b48faf9e6cf142290e.npz,1796887,7807200,[]
37fcbab4f0c7c6405050387889ddb911842b2aa89be001bbd49e26482c2d9020.npz,504712,6694264,"[[4252598, 4480578]]"
387640e2177413be20891992e3f244d25502441169bdc59841d9febd2b9acbe0.npz,431872,6250800,"[[4197918, 4248678]]"
38dc61d3b0c0e5073c9a30fc092d23e58cd255e6694643a2edd89845d6b9868f.npz,400290,4798558,[]
38f0918457cecf12255ad1437cf406b4815a1a9ea8ead2a278c574f00b32d2fd.npz,552416,5184376,[]
394364552ff3fa08baf912efa69d6beb6537732e87a2251ade53b6f400a8ba5f.npz,9872,4641720,"[[3837752, 3838888], [4230209, 4302516]]"
39446ba31e0d5f331939639b5a192d419abfe41176d41129561f336b70af1c1a.npz,13872,4831607,"[[2906601, 3031147]]"
3915e0e46a376c2f77f882e76e8aa0f7fdb847dd36e77170d65b80a1431d905a.npz,327248,5370072,"[[4299756, 4357143]]"
396d22cc7b7b0a527bf2e81ead83315015a74351175e6275c403b5b695ec8a70.npz,62728,4695064,"[[3659487, 3700296]]"
38b601a67e42ba59c0cda7928f73d9fdaf87955dfb04fb0098b6f36f53fc1f15.npz,569816,6239688,"[[2946480, 2948064], [3514217, 3555973], [4967678, 5003365]]"
38f8cda3b4d27d777a8355209399a855406324000fbbb82069cc23b8b5074cb9.npz,469584,5920600,[]
391b496c436db577e50027b346df97a165b1baa38867534976a0dfc09c5abad4.npz,0,5748800,[]
38c24d8ddc21f05b971630afed81a02312b4196eeff9bae553b7d80cdff83bcb.npz,452200,6450024,[]
3990715034f565987767f1d46227682e2e74d07f9be578f00efb2371cebc7172.npz,609749,4931800,[]
397466711cdc6fd8328939ded7d20dcedb9bf5612d18991d920917bbd6a90147.npz,519816,5135888,"[[4059045, 4112242]]"
3a0607055709c278ca6c14fe247ca8ab3f502eafd688fcb66acba012bac5f1f7.npz,1067641,4784224,"[[3387429, 3434674]]"
393c411616e75b7acfebb75f3e54998a41ef990165f56931a14c00d774fb3d33.npz,1960,6045096,"[[3148121, 3192537]]"
39e0c681021e82c466e3e64577e0f7f6d23ff5ff88060a6caed9ba3130394555.npz,928278,5277280,"[[1357305, 1392675], [3281079, 3329075]]"
3a4a4f7a6b14f3d0f55258d0ae0097d9588e18a104e3c0dba930bd63a0901c8b.npz,9912,4819192,"[[1384437, 1444926]]"
3a2198658f82e90f8b2404c666a6ba2a79a93a65e58d83298dba8fb8b8f82a67.npz,17432,5170528,[]
3acfdf2ffbba29136fe6bd7e5c25dfe29b42600128149c5f798bb5239bc79b51.npz,11400,4939600,"[[1995899, 2048260]]"
38f90789e7d3a25797c051041ff382f89f2640939b405ab77dbe77f99a65950b.npz,1706768,8337680,"[[3017088, 3018928], [6285888, 6288864], [6292088, 6296208], [6322560, 6324448], [6403304, 6405360], [6761672, 6821928], [6967736, 6970344]]"
39b508c7abac77abdd921e1bbc81b101b553b45b70f8260835f9346a25869ba1.npz,11608,5732432,[]
3a6039938982f9f0ff857809a0e37e1fa6c902d26d4c04836e386c3694b47f10.npz,545969,5668072,"[[2519149, 2603614], [5087813, 5123892]]"
3a3618df7811c3bb587678b3b92a499b92643932abc27dd500992f8d6ba1b9b7.npz,471864,6512600,[]
3a3b8bdceed1b5ebca3bb304f9347b91b9fc5aa810953c3155212a945fd39205.npz,766320,6450824,"[[3016064, 3017392]]"
3af9df6b4ad5313bbb2dbd63caaa6987c3110f736fafc2f739d858162279cd00.npz,490880,5333200,[]
3b39932fe8a06ea6e479f5baeb2c7bb81b2c870d39e4891d9fb94a144031873f.npz,770896,5010800,"[[1922152, 1974148]]"
3a502a86a67ad82cf9bed85879f2a6d5e98adb8584902848ecd082e07f788665.npz,543328,6891408,"[[4997816, 5057165]]"
3af31a082d7973b37ad649a903158da3fc95e73ab4cad55755d8af34e2d7af51.npz,403096,5761816,[]
3b40c05884a14642202121121969201443fd627ab836ff29a22d4bd6a5176f36.npz,2976,5197528,[]
3ac44ead6241bcbaabac2c3d565bc4e4f86083ac190475544a2c14434cd08618.npz,18000,6330991,"[[6330695, 6331989]]"
3a575398140c3bedd95d7ed94097454c60d7decf2ebdb367ab864eae868f07b9.npz,503560,6725400,[]
3af981ea5d0512c6d5eacd6bf849e06a7fff42c63f5d4570c6b795c6b64d1fd3.npz,486976,5989800,[]
3b465c364cfd3e066b3ab45aff372f7372b546a256c15b5c618d893fec833eb4.npz,495224,5414600,[]
3bbdbbc0b2ee58393d098c7206eca453f1279d9d0bd3f42c5ece35a3d347a1f5.npz,381544,4886736,"[[2731377, 2787561]]"
3b6e5f837e4fea0e0e6f9719e97e79045570866ab9a0e21ed712b03b9ac4bfd7.npz,1332812,5504400,"[[4251476, 4288619]]"
3b8481d0c0420a0c24f85481d49d644986e2d0d8e92df7aa9c15a7762a39bf12.npz,665480,5081853,[]
3baad8c6ef0805f6511afa5012adfc38af784bc63a1c133046436dabbd19aba9.npz,829160,5788392,[]
3bcf8508e22196dd2c02c93d66ee3dcbf0fdcf602888866a97cbe85ede4b977b.npz,10328,5472736,[]
